train_acc,train_loss,val_acc,val_loss
0.02713684210526316,4.4589124,0.030000000000000006,4.3072867
0.038968421052631576,4.2482886,0.046799999999999994,4.1602263
0.05294736842105264,4.112819,0.0476,4.1154857
0.06871578947368422,4.0015693,0.0868,3.8816738
0.07991578947368423,3.9242969,0.08040000000000001,3.9150171
0.09103157894736844,3.8647928,0.09519999999999999,3.8198624
0.09909473684210528,3.7988112,0.1144,3.6887815
0.10778947368421053,3.7398973,0.1092,3.7577975
0.11694736842105265,3.6940203,0.13240000000000002,3.6091807
0.12981052631578946,3.6272473,0.1432,3.6060803
0.1401473684210526,3.5793006,0.13560000000000003,3.575436
0.15056842105263157,3.5193732,0.17120000000000002,3.407
0.1580842105263158,3.4707532,0.1592,3.463191
0.16414736842105263,3.4273477,0.16880000000000003,3.434854
0.17686315789473683,3.3657017,0.19320000000000004,3.2717133
0.18612631578947367,3.3226445,0.1684,3.3527093
0.19103157894736844,3.275218,0.2016,3.1874437
0.2041263157894737,3.2150233,0.22640000000000002,3.1232777
0.21018947368421054,3.1722863,0.20120000000000002,3.2571855
0.22029473684210527,3.1182628,0.24319999999999997,3.0308616
0.22852631578947372,3.0822673,0.22279999999999997,3.1043396
0.23503157894736842,3.0497696,0.22440000000000002,3.087519
0.2446105263157895,2.9985867,0.264,2.9012964
0.2520842105263158,2.9566462,0.2216,3.1327264
0.2563157894736842,2.928634,0.2732,2.8626347
0.26955789473684216,2.8696852,0.2856,2.828103
0.2736842105263158,2.8508337,0.24240000000000003,3.0692277
0.2831368421052632,2.801354,0.308,2.7321234
0.2933473684210526,2.753482,0.2704,2.9106748
0.2960421052631579,2.7432597,0.2916,2.7826684
0.30677894736842104,2.6873875,0.326,2.6470366
0.3125894736842106,2.6655705,0.282,2.8403563
0.31732631578947373,2.6414669,0.31799999999999995,2.613311
0.3264210526315789,2.59741,0.3184,2.647027
0.3255157894736842,2.583783,0.2816,2.8645675
0.3348210526315789,2.5526485,0.34159999999999996,2.525059
0.33886315789473687,2.5176408,0.29,2.720061
0.3441473684210527,2.5069227,0.3256,2.5409117
0.34839999999999993,2.4640725,0.3484,2.4585068
0.3568631578947368,2.4357777,0.3008,2.7105157
0.3625684210526316,2.419799,0.3535999999999999,2.4709606
0.36774736842105266,2.3847332,0.35239999999999994,2.4344342
0.3699368421052632,2.3806014,0.32520000000000004,2.6353953
0.3761052631578948,2.3449495,0.36839999999999995,2.3326936
0.38160000000000005,2.3171978,0.35239999999999994,2.4956198
0.3810947368421052,2.3195105,0.35080000000000006,2.4380422
0.3918947368421053,2.278323,0.38559999999999994,2.2867885
0.39555789473684205,2.2646961,0.354,2.4693472
0.39560000000000006,2.2593749,0.3796,2.3271444
0.4008421052631579,2.2266142,0.38520000000000004,2.277838
0.40305263157894733,2.2192147,0.326,2.5503674
0.4099157894736842,2.1925647,0.39199999999999996,2.2475832
0.4142105263157895,2.1735666,0.35800000000000004,2.4355233
0.41223157894736845,2.1820214,0.3648,2.3964014
0.4244421052631579,2.131157,0.40759999999999996,2.1813881
0.42206315789473686,2.1288807,0.36719999999999997,2.4195967
0.42296842105263155,2.118158,0.3968,2.212224
0.4369263157894737,2.0820415,0.41479999999999995,2.1689997
0.43168421052631584,2.0941143,0.3704,2.434873
0.4346315789473684,2.0742593,0.4252,2.1074374
0.44117894736842106,2.0477197,0.41600000000000004,2.21473
0.4384842105263158,2.0515156,0.4064,2.2183762
0.4482315789473684,2.0226119,0.43079999999999996,2.0872576
0.4514526315789474,2.0174525,0.38599999999999995,2.295598
0.4501052631578948,2.0078692,0.424,2.1199746
0.45705263157894743,1.9793483,0.4244,2.1427274
0.45663157894736844,1.9830675,0.3471999999999999,2.5361612
0.45928421052631585,1.9717444,0.4348,2.0749743
0.4654947368421053,1.9516354,0.42119999999999996,2.1702774
0.462778947368421,1.952218,0.41879999999999995,2.19429
0.4710947368421053,1.9241736,0.4407999999999999,2.0399134
0.47172631578947366,1.9154798,0.3812,2.381529
0.4717684210526315,1.9123687,0.44,2.0586455
0.4790526315789474,1.8836226,0.44520000000000004,2.0487394
0.4781684210526316,1.8926457,0.4092,2.2412536
0.47997894736842106,1.8743426,0.45439999999999997,1.9941615
0.4891789473684211,1.8583143,0.4128,2.2315629
0.48227368421052635,1.870517,0.43879999999999997,2.086978
0.4905263157894737,1.838893,0.4632,1.9685951
0.4906736842105263,1.8389664,0.3960000000000001,2.306562
0.48966315789473686,1.8379213,0.4684,1.99461
0.4964842105263158,1.8095783,0.4572,2.0189664
0.49532631578947367,1.8106874,0.4236000000000001,2.2277846
0.49787368421052636,1.8014612,0.46879999999999994,1.9558622
0.5056842105263158,1.7796075,0.4472,2.083946
0.5021894736842105,1.786626,0.4476,2.0922353
0.5104421052631579,1.7615253,0.4752,1.9299937
0.5067789473684211,1.7656744,0.4,2.3150449
0.5062105263157894,1.7622417,0.4648,1.9604164
0.5155368421052632,1.7391049,0.47080000000000005,1.9356716
0.5139578947368421,1.7457608,0.4456,2.0719078
0.5142315789473684,1.7297758,0.4716,1.9108783
0.5210736842105262,1.7097633,0.44799999999999995,2.072471
0.5178947368421053,1.7287971,0.4472,2.0425947
0.5278105263157894,1.694234,0.478,1.8905715
0.5249684210526316,1.6938916,0.4324,2.1382658
0.5208421052631579,1.7027321,0.47159999999999996,1.9374222
0.5292631578947369,1.6727108,0.45280000000000004,2.0045176
0.5265684210526316,1.6857839,0.4268,2.2054574
0.5291157894736842,1.671583,0.48919999999999997,1.887618
